ABA DE ORIGEM,LINHA,VIATURA ENCONTRADA,TIPO DE SERVIÇO,CONTEÚDO DA LINHA
CONTROLE MAN. 2022,103,GMT-0700,PNEU,"***** ***** 2593 WED APR 27 2022 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) AS-17201 ??? 1.FORNECERESUBSTITUIR02(DOIS)PNEUSDIANTEIROSDEMEDIDA7.50R16,COMÍNDICEDECARGAEVELOCIDADE:122/120L.
2.REALIZAROBALANCEAMENTODOSPNEUS;
3.REALIZARALINHAMENTODEDIREÇÃO. COSMORAMA R$3.196,00 FINALIZADANANEO  "
CONTROLE MAN. 2022,106,GMT-0700,EMBREAGEM,***** ***** ***** TUE APR 05 2022 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) CA-17001 247790 REPARONAEMBREAGEM(GARANTIA) BFDIESEL R$- NÃOHOUVEO.S.GEFROE  
CONTROLE MAN. 2022,117,GMT-0700,PNEU,"40685 ***** ***** SUN APR 17 2022 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) VO-17102 35500 SERVIÇODEINSTALAÇÃODE04PNEUS RE9DIESEL R$80,00 NÃOHOUVEO.S.GEFROE  "
CONTROLE MAN. 2022,119,GMT-0700,EMBREAGEM,"40627 ***** ***** MON APR 18 2022 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) MOB-17105 40797 TROCADOCABODEEMBREAGEMEROLAMENTODACAIXADEDIREÇÃO RAVIMOTOS R$700,00 NÃOHOUVEO.S.GEFROE  "
CONTROLE MAN. 2022,120,GMT-0700,EMBREAGEM,"40675 ***** ***** TUE APR 26 2022 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) MOB-17101 58950 TROCADOCABODEEMBREAGEMEROLAMENTODACAIXADEDIREÇÃO RAVIMOTOS R$700,00 NÃOHOUVEO.S.GEFROE  "
CONTROLE MAN. 2022,129,GMT-0700,PNEU,"40673 ***** ***** TUE APR 26 2022 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) MT-17004 62259 TROCADOPNEUTRASEIRO(OBS.:APENASM.O.=>PNEUFORNECIDOPELOCSM) TOTALMOTOS R$45,00 NÃOHOUVEO.S.GEFROE  "
CONTROLE MAN. 2022,131,GMT-0700,PNEU,"40672 ***** ***** THU APR 28 2022 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) CA-17001 247981 CONSERTODEPNEUDIANTEIROLDPASSAGEIRO RE9DIESEL R$30,00 NÃOHOUVEO.S.GEFROE  "
CONTROLE MAN. 2022,132,GMT-0700,PNEU,"40665 ***** ***** SUN MAY 01 2022 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) TP-17004 131398 RETÍFICADECABEÇOTE;TROCADACOIFADAHOMOCINÉTICA(LADODOCÂMBIO);TROCADABOBINADEIGNIÇÃO. MULTIPNEUS R$2.653,00 NÃOHOUVEO.S.GEFROE  "
CONTROLE MAN. 2022,134,GMT-0700,PNEU,"***** ***** 2625 MON MAY 30 2022 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) RE-17102 ***** 1.FORNECERESUBSTITUIR04(QUATRO)PNEUSPARACAMINHÃO,DESTINADOSAOREBOQUE,DIMENSÕES295/80R22,5,CONSTRUÇÃORADIAL,ARO22,5,IC152/148,COD.VEL.“M”,NOVO(PRIMEIRAVIDA),COMCERTIFICAÇÃOCOMPULSÓRIAINMETRO.ATENDENDOANORMAABNTNBR15296/2005;
2.EFETUARAMONTAGEM,BALANCEAMENTOECALIBRAGEMDE08(OITO)PNEUS,CONFORMEESPECIFICAÇÕESDOFABRICANTE. APICEMOGI R$13.000,00 FINALIZADANANEO  "
CONTROLE MAN. 2022,135,AS-17201,PNEU,"***** ***** 2626 ??? AS-17201 ??? FORNECERESUBSTITUIR02(DUAS)CÂMARASDEARPARAPNEU7.50R16. COSMORAMA R$290,00 FINALIZADANANEO  "
CONTROLE MAN. 2022,167,GMT-0700,PNEU,"41782 ***** ***** SUN MAY 29 2022 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) AS-17101 274070 TROCADOS02PNEUSDIANTEIROS SHIMIZU R$1.970,00 NÃOHOUVEO.S.GEFROE  "
CONTROLE MAN. 2022,168,GMT-0700,PNEU,"41767 ***** ***** THU MAY 26 2022 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) MOB-17102 64823 TROCADACÂMARADEARDOPNEUTRASEIRO TOTALMOTOS R$110,00 NÃOHOUVEO.S.GEFROE  "
CONTROLE MAN. 2022,171,GMT-0700,PNEU,"41800 ***** ***** TUE MAY 31 2022 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) TP-17004 132720 TROCADOSKITDOSAMORTECEDORESDIANTEIRO;REGULAGEMDEFREIO;ALINHAMENTODEDIREÇÃO MULTIPNEUS R$512,00 NÃOHOUVEO.S.GEFROE  "
CONTROLE MAN. 2022,173,GMT-0700,PNEU,"41782 ***** ***** THU JUN 02 2022 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) AS-17101 274082 ALINHAMENTO,BALANCEAMENTOETROCADEBICO MVPNEUS R$310,00 NÃOHOUVEO.S.GEFROE  "
CONTROLE MAN. 2022,179,GMT-0700,PNEU,"***** ***** 2652 SUN JUL 10 2022 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) ABS-17203 ????? 1.FORNECERESUBSTITUIR02(DOIS)PNEUSPARACAMINHÃO,DIANTEIROS,DIMENSÕES275/80R22,5,CONSTRUÇÃORADIAL,ARO22,5,IC152/148,COD.VEL.“M”,NOVO(PRIMEIRAVIDA),COMCERTIFICAÇÃOCOMPULSÓRIAINMETRO.ATENDENDOANORMAABNTNBR15296/2005;
2.EFETUARAMONTAGEM,BALANCEAMENTOECALIBRAGEMDE06(OITO)PNEUS,CONFORMEESPECIFICAÇÕESDOFABRICANTE;
3.EFETUARALINHAMENTODEDIREÇÃO;
4.FORNECERESUBSTITUIRASPALHETASDOSLIMPADORESDOPARA-BRISAS. APICEMOGI R$7.320,00 FINALIZADANANEO  "
CONTROLE MAN. 2022,194,GMT-0700,PNEU,***** ***** ***** WED JUN 08 2022 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) TP-17000 239510 REPAROEMPNEU(QSACBPMADRIANO) ***** R$- NÃOHOUVEO.S.GEFROE  
CONTROLE MAN. 2022,204,GMT-0700,PNEU,41842 ***** ***** SUN JUN 12 2022 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) MO-17001 147288 REPAROEMPNEU RE9DIESEL R$- NÃOHOUVEO.S.GEFROE  
CONTROLE MAN. 2022,215,GMT-0700,PNEU,"***** ***** 2685 MON JUL 18 2022 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) AC-17002 144492 04PNEUS265/70R16(GOODYEAR);04BICOSPARAPNEU;ALINHAMENTO;BALANCEAMENTO APICEMOGI R$5.621,00 FINALIZADANANEO  "
CONTROLE MAN. 2022,237,GMT-0700,PNEU,"41943 ***** ***** WED JUL 13 2022 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) MOB-17105 43640 TROCADOPNEUTRASEIRO;TROCADOOLEOERETENTORDABENGALA;TROCADOPARALAMADIANTEIRO;TROCADALAMPADADALANTERNATRASEIRA RAVIMOTOS R$897,00 NÃOHOUVEO.S.GEFROE  "
CONTROLE MAN. 2022,244,AB-17102,PNEU,"***** ***** 2714 ***** AB-17102 ***** 1.FORNECERESUBSTITUIR02(DOIS)PNEUSDEMEDIDAS315/80R22.5TRAÇÃO(BORRACHUDO)18LONAS156/150MCONSTRUÇÃORADIAL;
2.FORNECERESUBSTITUIR02(DOIS)315/80R22.5DIRECIONAL(LISO)154/150MCONSTRUÇÃORADIAL;
3.FORNECERESUBSTITUIR06(SEIS)BICOS;
4.REALIZAROBALANCEAMENTODOSPNEUS. ***** R$- CANCELADANANEO  "
CONTROLE MAN. 2022,249,GMT-0700,EMBREAGEM,42008 ***** ***** THU JUL 21 2022 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) CA-17001 248697 TROCADOCILINDRODAEMBREAGEM(GARANTIA) BFDIESEL R$- NÃOHOUVEO.S.GEFROE  
CONTROLE MAN. 2022,251,GMT-0700,PNEU,"41999 ***** ***** SUN JUL 24 2022 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) AS-17101 275692 ALINHAMENTODEDIREÇÃO MVPNEUS R$250,00 NÃOHOUVEO.S.GEFROE  "
CONTROLE MAN. 2022,256,GMT-0700,EMBREAGEM,42003 ***** ***** TUE JUL 19 2022 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) ASE-17101 150626 COMPLETADOOÓLEODAEMBREAGEM MOTOMEC R$- NÃOHOUVEO.S.GEFROE  
CONTROLE MAN. 2022,268,GMT-0700,PNEU,42054 ***** ***** SUN JUL 31 2022 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) ABS-17102 150939 TROCADOSPNEUSDIANTEIROS RE9DIESEL  NÃOHOUVEO.S.GEFROE  
CONTROLE MAN. 2022,271,GMT-0700,PNEU,41933 ***** ***** SUN JUL 31 2022 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) AB-17102 73329 TROCADOS04PNEUSTRASEIROS(OBS.:PNEUSFORNECIDOSPELOCSM) RE9DIESEL  NÃOHOUVEO.S.GEFROE  
CONTROLE MAN. 2022,278,ABS-17103,PNEU,"42044 ***** 2726 ***** ABS-17103 ***** 1.FORNECERESUBSTITUIR04(QUATRO)PNEUSPARACAMINHÃO,TRASEIROS,DETRAÇÃO(BORRACHUDO),DIMENSÕES275/80R22,5,CONSTRUÇÃORADIAL,ARO22,5,IC152/148,COD.VEL.“M”,NOVO(PRIMEIRAVIDA),COMCERTIFICAÇÃOCOMPULSÓRIAINMETRO.ATENDENDOANORMAABNTNBR15296/2005;
2.EFETUARAMONTAGEMECALIBRAGEMDE06(SEIS)PNEUS;
3.EFETUAROBALANCEAMENTO02(DOIS)PNEUS;
4.EFETUARALINHAMENTODEDIREÇÃO; ***** R$- CANCELADANANEO  "
CONTROLE MAN. 2022,280,GMT-0700,PNEU,"42069 ***** 2728 SUN AUG 28 2022 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) ABS-17102 151126 1.FORNECERESUBSTITUIR02(DOIS)AMORTECEDORESDIANTEIROS;
2.FORNECERESUBSTITUIR01(UMA)BARRACURTADEDIREÇÃO;
3.FORNECERESUBSTITUIR02(DOIS)TERMINAISDABARRALONGA;
4.FORNECERESUBSTITUIR02(DUAS)BIELETAS;
5.REPARARA01(UMA)MANGADEEIXO;
6.REALIZAROALINHAMENTODEDIREÇÃO(OBS.:SERVIÇOTERCEIRIZADOPELABFDIESEL:ALINHAMENTOREALIZADOPELABUDINI-APOLOTECH);
7.REALIZARBALANCEAMENTODEDOISPNEUS. BFDIESEL R$5.315,00 FINALIZADANANEO  "
CONTROLE MAN. 2022,285,GMT-0700,PNEU,"41954 ***** ***** FRI JUL 08 2022 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) MOB-17102 65819 TROCADACÂMARADEARDOPNEUTRASEIRO TOTALMOTOS R$90,00 NÃOHOUVEO.S.GEFROE  "
CONTROLE MAN. 2022,293,GMT-0700,PNEU,"***** ***** 2736 WED AUG 24 2022 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) UR-17208 93153 1.FORNECERESUBSTITUIR04(QUATRO)PNEUSDEMEDIDA225/65R16112T,NOVO(PRIMEIRAVIDA),COMCERTIFICAÇÃOCOMPULSÓRIAINMETRO.ATENDENDOANORMAABNTNBR15296/2005;
2.REALIZARALINHAMENTODIREÇÃO;
3.REALIZAROBALANCEAMENTODE04(QUATRO)PNEUS. ALBUQUERQUEPNEUS R$5.556,00 FINALIZADANANEO  "
CONTROLE MAN. 2022,296,AS-17101,PNEU,"***** ***** 2739 ***** AS-17101 ***** 1.FORNECERESUBSTITUIR04(QUATRO)PNEUSDEMEDIDA7.50R16122/118G,DETRAÇÃO(BORRACHUDO),NOVO(PRIMEIRAVIDA),COMCERTIFICAÇÃOCOMPULSÓRIAINMETRO.ATENDENDOANORMAABNTNBR15296/2005;
2.REALIZAROBALANCEAMENTODE04(QUATRO)PNEUS.
3.FORNECERESUBSTITUIR04(QUATRO)BICOSDOSPNEUSSUBSTITUÍDOS. ***** R$- CANCELADANANEO  "
CONTROLE MAN. 2022,301,GMT-0700,PNEU,***** ***** ***** SUN AUG 14 2022 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) TP-17004 247217 REPARONOPNEUTRAS.D(FURADO) RE9DIESEL R$- NÃOHOUVEO.S.GEFROE  
CONTROLE MAN. 2022,319,GMT-0700,PNEU,"***** ***** 2759 TUE OCT 04 2022 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) TP-17004 248367 TROCADE02PNEUS(195/65R15);ALINHAMENTO3D;BALANCEAMENTO;TROCADE02BICOSVALVULAPNEUSEMCAMARA DOMAUTOCENTER R$1.260,00 FINALIZADANANEO  "
CONTROLE MAN. 2022,330,GMT-0700,PNEU,"42161 ***** ***** WED SEP 07 2022 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) AS-17101 277450 TROCADOS2PENUSDIANTEIROS(7.50-16CTT116/114L10A.AT52)EDOS4PNEUSTRASEIROS(7.50-16CTT116/114L10A.AT59) CAMPNEUS R$5.100,00 NÃOHOUVEO.S.GEFROE  "
CONTROLE MAN. 2022,336,GMT-0700,PNEU EMBREAGEM,"***** ***** 2779 SUN SEP 25 2022 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) AB-17201 ***** 1.FORNECERESUBSTITUIROJOGODELONASDEFREIOTRASEIROEDIANTEIRO;
2.FORNECERESUBSTITUIROSARREBITESDOJOGODELONAS;
3.RECONDICIONAROSERVODAEMBREAGEM;
4.AJUSTARAREGULAGEMDOSFREIOS;
5.REALIZARALIMPEZADOCONJUNTODEFRENAGEM;
6.REALIZARREPAROEMVAZAMENTODEMANGUEIRADOSISTEMAPNEUMÁTICODOFREIO; ***** R$- CANCELADANANEO  "
CONTROLE MAN. 2022,349,GMT-0800,PNEU,"42104 ***** 2791 THU NOV 10 2022 19:00:00 GMT-0800 (PACIFIC STANDARD TIME) MOB-17101 62400 FORNECERESUBSTITUIROPNEUDIANTEIRODEMEDIDA100/90R19;
FORNECERESUBSTITUIROPNEUTRASEIRODEMEDIDA130/80R17;
REALIZARREGULAGEMDOSRAIOS. LYLLYMOTOS R$1.810,00 FINALIZADANANEO  "
CONTROLE MAN. 2022,350,GMT-0800,PNEU,"42105 ***** 2792 MON NOV 07 2022 19:00:00 GMT-0800 (PACIFIC STANDARD TIME) MOB-17105 46320 FORNECERESUBSTITUIROPNEUDIANTEIRODEMEDIDA100/90R19;FORNECERESUBSTITUIROPNEUTRASEIRODEMEDIDA130/80R17;
REGULAGEMDOSRAIOS. LYLLYMOTOS R$1.890,00 FINALIZADANANEO  "
CONTROLE MAN. 2022,353,GMT-0800,PNEU,"43269 ***** 2801 SUN NOV 06 2022 19:00:00 GMT-0800 (PACIFIC STANDARD TIME) MO-17001 150944 REALIZAROBALANCEAMENTODE04(QUATRO)PNEUS;
REALIZARALINHAMENTODEDIREÇÃO. APICEMOGI R$350,00 FINALIZADANANEO  "
CONTROLE MAN. 2022,360,GMT-0800,PNEU,"***** ***** 2808 TUE NOV 29 2022 19:00:00 GMT-0800 (PACIFIC STANDARD TIME) ABS-17204 76650 1.SUBSTITUIR04(QUATRO)PNEUSDEMEDIDAS275/80R22.5,SENDOOSPNEUSFORNECIDOSPELOSETORDEMOTOMECANIZAÇÃODO17ºGB;
2.FORNECERESUBSTITUIR04(QUATRO)BICOS,DOSPNEUSQUESERÃOSUBSTITUÍDOS.;
3.REALIZARALINHAMENTODEDIREÇÃO;
4.REALIZARLAVAGEMDOCHASSIELUBRIFICAÇÃODOSPONTOSDEGRAXA,FORNECENDOESUBSTITUINDOAGRAXANECESSÁRIA. APICEMOGI R$940,00 FINALIZADANANEO  "
CONTROLE MAN. 2022,366,GMT-0800,EMBREAGEM,"43314 ***** 2819 TUE NOV 15 2022 19:00:00 GMT-0800 (PACIFIC STANDARD TIME) CM-17102 39830 1.FORNECERESUBSTITUIROCONJUNTODAEMBREAGEM;
2.FORNECERESUBSTITUIROROLAMENTODOVOLANTEDOMOTOR;
3.FORNECERESUBSTITUIROCILINDRODAEMBREAGEM;
4.FORNECERESUBSTITUIROSERVODAEMBREAGEM;
5.FORNECERESUBSTITUIROFLUÍDODOT4,PARAEMBREAGEM;
6.REALIZARRETÍFICADOVOLANTEDOMOTOR. BFDIESEL R$16.000,00 FINALIZADANANEO  "
CONTROLE MAN. 2022,372,GMT-0800,PNEU,"43385 ***** 2823 SUN NOV 20 2022 19:00:00 GMT-0800 (PACIFIC STANDARD TIME) AB-17102 74482 1.FORNECERESUBSTITUIR02(DOIS)315/80R22.5DIRECIONAL(LISO)154/150MCONSTRUÇÃORADIAL;
2.FORNECERESUBSTITUIR02(DOIS)BICOS;
3.REALIZAROBALANCEAMENTODE02(DOIS)PNEUS.
4.REALIZARALINHAMENTODEDIREÇÃO. APICEJACUPESSEGO R$8.970,00 FINALIZADANANEO  "
CONTROLE MAN. 2022,386,GMT-0800,EMBREAGEM,***** ***** ***** TUE NOV 08 2022 19:00:00 GMT-0800 (PACIFIC STANDARD TIME) CA-17001 249773 REGULAGEMDOPEDALDEEMBREAGEM TIZIL R$- NÃOHOUVEO.S.GEFROE  
CONTROLE MAN. 2022,397,GMT-0800,PNEU,***** ***** ***** MON NOV 21 2022 19:00:00 GMT-0800 (PACIFIC STANDARD TIME) ABS-17105 31212 TROCADOSDOISPNEUSDIANTEIROS PBGUARAREMA R$- NÃOHOUVEO.S.GEFROE  
CONTROLE MAN. 2022,406,GMT-0800,PNEU,"44475 ***** ***** THU NOV 24 2022 19:00:00 GMT-0800 (PACIFIC STANDARD TIME) VO-17104 15184 CONSERTOPNEUTRASEIROLADODIREITO(PNEUFURADO) RE9DIESEL R$25,00 NÃOHOUVEO.S.GEFROE  "
CONTROLE MAN. 2022,408,GMT-0800,PNEU,"***** ***** ***** SUN DEC 04 2022 19:00:00 GMT-0800 (PACIFIC STANDARD TIME) TP-17004 252172 CONSERTOPNEUDIANTEIROESQUERDO(PNEUFURADO) RE9DIESEL R$25,00 NÃOHOUVEO.S.GEFROE  "
CONTROLE MAN. 2022,415,ABS-17103,PNEU,"42138 ***** 2908  ABS-17103  1.FORNECERESUBSTITUIR04(QUATRO)PNEUSPARACAMINHÃO,DETRAÇÃO,DIMENSÕES275/80R22,5,CONSTRUÇÃORADIAL,ARO22,5,IC152/148,COD.VEL.“M”,NOVO(PRIMEIRAVIDA),COMCERTIFICAÇÃOCOMPULSÓRIAINMETRO.ATENDENDOANORMAABNTNBR15296/2005;
2.EFETUARAMONTAGEM,BALANCEAMENTOECALIBRAGEMDE04(QUATRO)PNEUS,CONFORMEESPECIFICAÇÕESDOFABRICANTE. APICEJACUPESSEGO R$13.456,00 APROVADANANEO  "
CONTROLE MAN. 2022,416,MOB-17104,PNEU,"44499 ***** 2909  MOB-17104  1.FORNECERESUBSTITUIROPNEUDIANTEIRODEMEDIDA100/90R19;
2.FORNECERESUBSTITUIROPNEUTRASEIRODEMEDIDA130/80R17; LYLLYMOTOS R$1.825,00 APROVADANANEO  "
CONTROLE MAN. 2022,429,MT-17004,PNEU,"43268 ***** 2944  MT-17004  1.FORNECERESUBSTITUIROPNEUDIANTEIRO,DEMEDIDAS90/90R21,CONFORMEESPECIFICAÇÃODOFABRICANTE;
2.FORNECERESUBSTITUIROPNEUTRASEIRO,DEMEDIDAS120/90R17,CONFORMEESPECIFICAÇÃODOFABRICANTE;
3.FORNECERESUBSTITUIROEIXODOPEDALDATROCADEMARCHAS; LYLLYMOTOS R$1.539,00 APROVADANANEO  "
CONTROLE MAN. 2022,439,GMT-0800,PNEU,"44599 ***** ***** THU DEC 22 2022 19:00:00 GMT-0800 (PACIFIC STANDARD TIME) VO-17103 50325 TROCADOS04PNEUS(205/65R15-94HROADWEARCOMPASAL);ALINHAMENTODEDIREÇÃO;BALANCEAMENTODAS04RODAS SHIMIZU R$1.928,44 NÃOHOUVEO.S.GEFROE  "
CONTROLE MAN. 2022,445,GMT-0800,EMBREAGEM,"44514 ***** ***** SUN DEC 04 2022 19:00:00 GMT-0800 (PACIFIC STANDARD TIME) ABS-17101 226210 TROCADAEMBREAGEMVISCOSA;TROCADAVÁLVULATERMOSTÁTICA TIZIL R$1.259,50 NÃOHOUVEO.S.GEFROE  "
